trade_uid,motor_id,lado_norm,rotulo,ajuste_estrutura__mudanca_total_z,ajuste_estrutura__inicio_meio_z,ajuste_estrutura__meio_fim_z,ajuste_estrutura__volatilidade_z,ajuste_estrutura__nivel_final_z,ajuste_estrutura_compra__mudanca_total_z,ajuste_estrutura_compra__inicio_meio_z,ajuste_estrutura_compra__meio_fim_z,ajuste_estrutura_compra__volatilidade_z,ajuste_estrutura_compra__nivel_final_z,ajuste_estrutura_venda__mudanca_total_z,ajuste_estrutura_venda__inicio_meio_z,ajuste_estrutura_venda__meio_fim_z,ajuste_estrutura_venda__volatilidade_z,ajuste_estrutura_venda__nivel_final_z,confirmacoes_candidata__mudanca_total_z,confirmacoes_candidata__inicio_meio_z,confirmacoes_candidata__meio_fim_z,confirmacoes_candidata__volatilidade_z,confirmacoes_candidata__nivel_final_z,campanha_entradas__mudanca_total_z,campanha_entradas__inicio_meio_z,campanha_entradas__meio_fim_z,campanha_entradas__volatilidade_z,campanha_entradas__nivel_final_z,qtd_swings_confirmados__mudanca_total_z,qtd_swings_confirmados__inicio_meio_z,qtd_swings_confirmados__meio_fim_z,qtd_swings_confirmados__volatilidade_z,qtd_swings_confirmados__nivel_final_z
motor_operacional_c7_v3_1::20260720150944.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260720153713.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260720155239.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260720163934.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260720172552.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,2.0095923811712506,2.0095923811712506,0.0,0.0,0.0,2.0095923811712506,2.0095923811712506,0.0,0.0,0.0,-2.009592381171251,-2.009592381171251,0.0,0.0,0.0,-2.009592381171251,-2.009592381171251,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260720174513.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,2.497271238044365,0.0,2.497271238044365,0.0,2.497271238044365,0.0,0.0,0.0,0.0,0.0,-1.9720265943665387,0.0,-1.9720265943665387,0.0,-1.9720265943665387,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260720190121.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,-0.5549034948196396,-0.5549034948196396,0.0,0.0,0.0,-1.2426253043692712,-1.2426253043692712,0.0,0.0,0.0,0.642108764090217,0.642108764090217,0.0,0.0,0.0,-1.242625304369271,-1.242625304369271,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260720193221.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260720194748.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,0.5320136291119563,-0.6650170363899452,1.1970306655019014,0.0,0.0,-2.287087499587462,-2.287087499587462,0.0,0.0,0.0,2.287087499587462,2.287087499587462,0.0,0.0,0.0,-2.287087499587462,-2.287087499587462,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260720201844.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,0.0,-2.485250608738542,2.485250608738542,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260720202202.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,0.9323118030000721,0.9323118030000721,0.0,0.0,0.0,,,,,,-0.9860132971832691,0.9860132971832691,-1.9720265943665383,0.0,-1.9720265943665383,2.009592381171251,2.009592381171251,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260720205618.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,-1.0047961905856255,1.0047961905856255,-2.009592381171251,0.0,-2.009592381171251,-2.023472278429786,-2.697963037906381,0.6744907594765952,0.0,0.0,2.023472278429786,2.697963037906381,-0.6744907594765952,0.0,0.0,1.0047961905856255,-1.0047961905856255,2.009592381171251,0.0,2.009592381171251,,,,,,,,,,
motor_operacional_c7_v3_1::20260720211425.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,-2.697963037906381,0.0,-2.697963037906381,0.0,-2.3607176581680833,-1.0047961905856255,0.0,-1.0047961905856255,0.0,0.0,,,,,,-1.242625304369271,-1.242625304369271,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260720212019.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,0.0,-2.485250608738542,2.485250608738542,0.0,0.0,0.0,-2.485250608738542,2.485250608738542,0.0,0.0,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260720214600.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,-0.5058680696074465,1.8548495885606369,-2.3607176581680833,0.0,-1.6862268986914881,-0.9860132971832694,0.9860132971832694,-1.9720265943665387,0.0,-1.9720265943665387,2.485250608738542,0.0,2.485250608738542,0.0,2.485250608738542,2.2912878474779204,0.0,2.2912878474779204,0.0,2.2912878474779204,,,,,,,,,,
motor_operacional_c7_v3_1::20260720215133.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,-2.081665999466133,-1.0408329997330665,-1.0408329997330665,0.0,0.0,,,,,,-2.081665999466133,-1.0408329997330665,-1.0408329997330665,0.0,0.0,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260720215926.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,-1.5176042088223392,1.5176042088223392,-3.0352084176446783,0.0,-0.6744907594765952,-2.697963037906381,0.3372453797382976,-3.0352084176446783,0.0,-2.3607176581680833,2.3748516636630557,0.0,2.3748516636630557,0.0,2.3748516636630557,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260720223922.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260720224045.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260720225643.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,3.0352084176446783,2.697963037906381,0.3372453797382976,0.0,0.6744907594765952,1.0047961905856255,0.0,1.0047961905856255,0.0,0.0,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260720232116.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-0.6596810176841821,-1.1874258318315278,0.5277448141473456,0.0,0.5277448141473456,-0.4784604671283211,-1.1164077566327493,0.6379472895044281,0.0,0.6379472895044281,0.8431134493457441,1.1803588290840417,-0.3372453797382976,0.0,0.0,1.0047961905856255,-1.0047961905856255,2.009592381171251,0.0,2.009592381171251,,,,,,,,,,
motor_operacional_c7_v3_1::20260720235443.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-1.9720265943665387,-0.9860132971832694,-0.9860132971832694,0.0,-1.9720265943665387,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721000204.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-2.3607176581680833,-0.8431134493457441,-1.5176042088223392,0.0,-2.3607176581680833,2.009592381171251,2.009592381171251,0.0,0.0,0.0,-1.242625304369271,-1.242625304369271,0.0,0.0,0.0,-2.009592381171251,-2.009592381171251,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721003207.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,2.2912878474779204,0.0,2.2912878474779204,0.0,2.2912878474779204,2.2912878474779204,0.0,2.2912878474779204,0.0,2.2912878474779204,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721003700.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,-3.0352084176446783,-0.6744907594765952,-2.3607176581680833,0.0,-2.3607176581680833,-2.287087499587462,-2.287087499587462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721015838.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,1.8548495885606369,0.5058680696074465,1.3489815189531904,0.0,1.1803588290840417,1.8548495885606369,0.5058680696074465,1.3489815189531904,0.0,1.1803588290840417,-1.6862268986914881,0.6744907594765952,-2.3607176581680833,0.0,-1.6862268986914881,0.0,1.1435437497937313,-1.1435437497937313,0.0,0.0,-2.1291625896895083,0.0,-2.1291625896895083,0.0,-2.1291625896895083,,,,,
motor_operacional_c7_v3_1::20260721021754.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-1.676139465434942,-0.5986212376553365,-1.0775182277796056,0.0,0.0,,,,,,2.287087499587462,2.287087499587462,0.0,0.0,0.0,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721022832.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,2.403059863404513,2.0597655972038686,0.34329426620064474,0.0,0.0,1.9436506316150999,0.9718253158075499,0.9718253158075499,0.0,0.0,-2.287087499587462,-2.287087499587462,0.0,0.0,0.0,-1.9436506316150999,-0.9718253158075499,-0.9718253158075499,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721024556.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,-2.3091216066689264,-2.3091216066689264,0.0,0.0,0.0,-1.9436506316150999,-0.9718253158075499,-0.9718253158075499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721031329.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,0.0,1.0645812948447542,-1.0645812948447542,0.0,0.0,0.0,1.0645812948447542,-1.0645812948447542,0.0,0.0,,,,,,-1.9436506316150999,-0.9718253158075499,-0.9718253158075499,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721041953.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,0.0,0.6744907594765952,-0.6744907594765952,0.0,0.0,-2.30893915034589,-2.30893915034589,0.0,0.0,0.0,1.6862268986914881,2.3607176581680833,-0.6744907594765952,0.0,0.0,-2.1291625896895083,-2.1291625896895083,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721043134.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-2.3607176581680833,0.6744907594765952,-3.0352084176446783,0.0,-2.3607176581680833,-2.30893915034589,-2.30893915034589,0.0,0.0,0.0,2.3607176581680833,3.0352084176446783,-0.6744907594765952,0.0,0.0,-2.1291625896895083,-2.1291625896895083,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721043527.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,0.0,-1.0850277962151738,1.0850277962151738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9436506316150999,-0.9718253158075499,-0.9718253158075499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721061716.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,-2.3607176581680833,-1.5176042088223392,-0.8431134493457441,0.0,0.0,-1.9436506316150999,-0.9718253158075499,-0.9718253158075499,0.0,0.0,2.1291625896895083,0.0,2.1291625896895083,0.0,2.1291625896895083,2.1291625896895083,0.0,2.1291625896895083,0.0,2.1291625896895083,,,,,,,,,,
motor_operacional_c7_v3_1::20260721070236.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721071631.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,1.2575354264740255,0.0,1.2575354264740255,0.0,1.2575354264740255,0.0,0.0,0.0,0.0,0.0,2.287087499587462,0.0,2.287087499587462,0.0,2.287087499587462,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721074628.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,-2.3607176581680833,-2.3607176581680833,0.0,0.0,-0.6744907594765952,1.9436506316150999,1.9436506316150999,0.0,0.0,1.9436506316150999,-1.0645812948447542,-1.0645812948447542,0.0,0.0,0.0,-1.9436506316150999,-1.9436506316150999,0.0,0.0,-1.9436506316150999,,,,,,,,,,
motor_operacional_c7_v3_1::20260721082039.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,0.0,1.0645812948447542,-1.0645812948447542,0.0,0.0,,,,,,0.0,1.0645812948447542,-1.0645812948447542,0.0,0.0,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721091435.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,-3.0352084176446783,-0.3372453797382976,-2.697963037906381,0.0,-2.3607176581680833,-1.9436506316150999,-0.9718253158075499,-0.9718253158075499,0.0,0.0,0.0,1.143543749793731,-1.143543749793731,0.0,0.0,1.9436506316150999,0.9718253158075499,0.9718253158075499,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721092427.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,0.6744907594765952,1.5176042088223392,-0.8431134493457441,0.0,0.0,-1.6862268986914881,-2.3607176581680833,0.6744907594765952,0.0,0.0,2.3607176581680833,2.697963037906381,-0.3372453797382976,0.0,0.0,0.0,-1.9436506316150999,1.9436506316150999,0.0,1.9436506316150999,,,,,,,,,,
motor_operacional_c7_v3_1::20260721094348.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,1.6862268986914881,0.8431134493457441,0.8431134493457441,0.0,0.0,1.6862268986914881,0.8431134493457441,0.8431134493457441,0.0,0.0,-1.9436506316151,-0.97182531580755,-0.97182531580755,0.0,0.0,-1.9436506316150999,-0.9718253158075499,-0.9718253158075499,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721102127.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721102713.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,0.0,1.0584010421184624,-1.0584010421184624,0.0,0.0,2.3607176581680833,1.5176042088223392,0.8431134493457441,0.0,0.0,-2.120488290049085,-1.0602441450245426,-1.0602441450245426,0.0,0.0,-1.9748417658131499,-0.9874208829065749,-0.9874208829065749,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721103110.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,-1.8973665961010275,0.0,-1.8973665961010275,0.0,0.0,,,,,,-1.8973665961010275,0.0,-1.8973665961010275,0.0,0.0,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721103303.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,0.0,1.5176042088223392,-1.5176042088223392,0.0,-0.6744907594765952,-2.235062023496342,0.0,-2.235062023496342,0.0,-2.235062023496342,3.0352084176446783,0.3372453797382976,2.697963037906381,0.0,2.3607176581680833,0.0,1.9436506316150999,-1.9436506316150999,0.0,-1.9436506316150999,,,,,,,,,,
motor_operacional_c7_v3_1::20260721103839.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-3.0352084176446783,0.3372453797382976,-3.3724537973829762,0.0,-3.0352084176446783,-1.8918106058538344,0.0,-1.8918106058538344,0.0,-1.8918106058538344,-1.414213562373095,0.7071067811865475,-2.1213203435596424,0.0,-1.414213562373095,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721104020.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,0.0,-1.0645812948447542,1.0645812948447542,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721104316.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-0.6744907594765952,-0.7588021044111696,0.0843113449345744,0.0,0.0,-2.287087499587462,0.0,-2.287087499587462,0.0,-2.287087499587462,-1.3489815189531904,-0.3372453797382976,-1.011736139214893,0.0,-0.6744907594765952,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721104626.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,-1.676139465434942,-0.5986212376553365,-1.0775182277796056,0.0,0.0,1.9287074616560445,2.3144489539872533,-0.38574149233120886,0.0,0.0,-2.287087499587462,-2.287087499587462,0.0,0.0,0.0,-2.2870874995874626,-2.2870874995874626,0.0,0.0,0.0,-2.2870874995874626,-2.2870874995874626,0.0,0.0,0.0,,,,,
motor_operacional_c7_v3_1::20260721105053.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,-0.9927271762054323,-0.9927271762054323,0.0,0.0,0.0,-2.287087499587462,-2.287087499587462,0.0,0.0,0.0,2.287087499587462,0.0,2.287087499587462,0.0,2.287087499587462,2.1291625896895083,0.0,2.1291625896895083,0.0,2.1291625896895083,1.9436506316150999,0.9718253158075499,0.9718253158075499,0.0,0.0,,,,,
motor_operacional_c7_v3_1::20260721105248.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721105936.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-1.9436506316151,-0.97182531580755,-0.97182531580755,0.0,0.0,0.0,1.143543749793731,-1.143543749793731,0.0,0.0,2.287087499587462,0.0,2.287087499587462,0.0,2.287087499587462,-0.6744907594765952,0.3372453797382976,-1.011736139214893,0.0,-0.6744907594765952,,,,,,,,,,
motor_operacional_c7_v3_1::20260721110028.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,2.23606797749979,0.0,2.23606797749979,0.0,2.23606797749979,2.23606797749979,0.0,2.23606797749979,0.0,2.23606797749979,,,,,,2.2360679774997894,0.0,2.2360679774997894,0.0,2.2360679774997894,-2.23606797749979,0.0,-2.23606797749979,0.0,-2.23606797749979,,,,,
motor_operacional_c7_v3_1::20260721110314.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,0.0,1.5176042088223392,-1.5176042088223392,0.0,-0.6744907594765952,0.0,-1.9436506316150999,1.9436506316150999,0.0,1.9436506316150999,0.0,1.0645812948447542,-1.0645812948447542,0.0,0.0,0.0,1.0645812948447542,-1.0645812948447542,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721110534.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,0.0,-2.023472278429786,2.023472278429786,0.0,0.0,0.0,1.143543749793731,-1.143543749793731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9436506316150999,0.9718253158075499,0.9718253158075499,0.0,1.9436506316150999,,,,,,,,,,
motor_operacional_c7_v3_1::20260721110820.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,0.0,1.0645812948447542,-1.0645812948447542,0.0,0.0,-1.9436506316151,-0.97182531580755,-0.97182531580755,0.0,0.0,2.3607176581680833,1.5176042088223392,0.8431134493457441,0.0,0.0,-1.9436506316150999,-0.9718253158075499,-0.9718253158075499,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721111415.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,0.0,-2.023472278429786,2.023472278429786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143543749793731,-1.143543749793731,0.0,0.0,2.1291625896895083,2.1291625896895083,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721112434.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,-2.3607176581680833,-0.6744907594765952,-1.6862268986914881,0.0,-1.6862268986914881,-2.287087499587462,-2.287087499587462,0.0,0.0,0.0,2.287087499587462,0.0,2.287087499587462,0.0,2.287087499587462,2.1291625896895083,0.0,2.1291625896895083,0.0,2.1291625896895083,,,,,,,,,,
motor_operacional_c7_v3_1::20260721112858.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,-2.3607176581680833,-0.5058680696074465,-1.8548495885606369,0.0,-2.3607176581680833,0.0,0.49636358810271614,-0.49636358810271614,0.0,0.0,0.0,0.4472135954999579,-0.4472135954999579,0.0,0.0,-0.6744907594765952,-1.011736139214893,0.3372453797382976,0.0,0.0,1.649242250247064,1.649242250247064,0.0,0.0,0.0,,,,,
motor_operacional_c7_v3_1::20260721113231.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721114112.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,0.6744907594765952,3.0352084176446783,-2.3607176581680833,0.0,0.0,-2.287087499587462,0.0,-2.287087499587462,0.0,-2.287087499587462,2.287087499587462,0.0,2.287087499587462,0.0,2.287087499587462,2.2870874995874626,0.0,2.2870874995874626,0.0,2.2870874995874626,,,,,,,,,,
motor_operacional_c7_v3_1::20260721114316.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-1.9748417658131499,0.0,-1.9748417658131499,0.0,-1.9748417658131499,-1.9748417658131499,0.0,-1.9748417658131499,0.0,-1.9748417658131499,3.0352084176446783,0.3372453797382976,2.697963037906381,0.0,2.3607176581680833,0.0,1.0408329997330665,-1.0408329997330665,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721115307.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,2.3607176581680833,1.1803588290840417,1.1803588290840417,0.0,0.0,0.0,-1.143543749793731,1.143543749793731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2870874995874626,-2.2870874995874626,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721120358.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-2.120488290049085,-1.0602441450245426,-1.0602441450245426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721121306.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,1.9436506316150999,0.9718253158075499,0.9718253158075499,0.0,0.0,2.403059863404513,2.0597655972038686,0.34329426620064474,0.0,0.0,-2.287087499587462,-2.287087499587462,0.0,0.0,0.0,-2.2870874995874626,-2.2870874995874626,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721122852.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,0.6167939547439611,-0.6167939547439611,1.2335879094879223,0.0,0.0,-0.7905694150420948,-1.5811388300841895,0.7905694150420948,0.0,0.0,0.6167939547439611,-0.6167939547439611,1.2335879094879223,0.0,0.0,-1.0047961905856255,0.0,-1.0047961905856255,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721123206.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721124010.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,2.3607176581680833,2.023472278429786,0.3372453797382976,0.0,0.6744907594765952,2.3607176581680833,-0.3372453797382976,2.697963037906381,0.0,2.3607176581680833,-2.3607176581680833,0.3372453797382976,-2.697963037906381,0.0,-2.3607176581680833,-2.356060357495806,-1.7670452681218545,-0.5890150893739515,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721124925.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,0.44966050631773014,-0.8993210126354603,1.3489815189531904,0.0,0.44966050631773014,0.6744907594765952,1.011736139214893,-0.3372453797382976,0.0,0.0,1.414213562373095,2.1213203435596424,-0.7071067811865475,0.0,0.0,-1.4993111365882401,-0.37482778414706003,-1.1244833524411801,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721130103.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,-2.3607176581680833,0.3372453797382976,-2.697963037906381,0.0,-2.3607176581680833,-2.287087499587462,-2.287087499587462,0.0,0.0,0.0,0.0,1.143543749793731,-1.143543749793731,0.0,0.0,-2.2870874995874626,-2.2870874995874626,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721131534.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,1.0405296825184855,1.3378238775237672,-0.2972941950052816,0.0,0.0,,,,,,0.0,1.242625304369271,-1.242625304369271,0.0,0.0,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721132441.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,-1.5176042088223392,0.0,-1.5176042088223392,0.0,-0.6744907594765952,-2.009592381171251,-2.009592381171251,0.0,0.0,0.0,0.0,1.242625304369271,-1.242625304369271,0.0,0.0,2.009592381171251,2.009592381171251,0.0,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721133157.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,-0.4732162817244347,1.104171324023681,-1.5773876057481155,0.0,-1.5773876057481155,-1.1456439237389602,-1.1456439237389602,0.0,0.0,0.0,2.009592381171251,1.0047961905856255,1.0047961905856255,0.0,2.009592381171251,1.3489815189531904,0.6744907594765952,0.6744907594765952,0.0,0.6744907594765952,,,,,,,,,,
motor_operacional_c7_v3_1::20260721142822.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,1.8548495885606369,0.5058680696074465,1.3489815189531904,0.0,1.3489815189531904,0.0,-2.009592381171251,2.009592381171251,0.0,0.0,0.6744907594765952,-0.6744907594765952,1.3489815189531904,0.0,0.6744907594765952,,,,,,,,,,,,,,,
motor_operacional_c7_v3_1::20260721145113.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,0.0,2.2912878474779204,-2.2912878474779204,0.0,0.0,0.0,1.1098069896392793,-1.1098069896392793,0.0,0.0,0.9803562608405868,0.0,0.9803562608405868,0.0,0.9803562608405868,2.485250608738542,0.0,2.485250608738542,0.0,2.485250608738542,1.1456439237389602,1.1456439237389602,0.0,0.0,0.0,,,,,
motor_operacional_c7_v3_1::20260721150030.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,1.7086097935077476,1.087297141323112,0.6213126521846355,0.0,0.6213126521846355,0.0,2.2912878474779204,-2.2912878474779204,0.0,0.0,2.485250608738542,0.0,2.485250608738542,0.0,2.485250608738542,0.0,1.9720265943665387,-1.9720265943665387,0.0,0.0,,,,,,,,,,
motor_operacional_c7_v3_1::20260721153223.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,1.9720265943665387,1.9720265943665387,0.0,0.0,1.9720265943665387,,,,,,1.9720265943665387,1.9720265943665387,0.0,0.0,1.9720265943665387,,,,,,,,,,,,,,,
